tissue,cell_type,gene
adipose tissue,T memory cell,PTPRC
adipose tissue,T memory cell,PTPRCAP
adipose tissue,T memory cell,RAPGEF6
adipose tissue,T memory cell,RHOH
adipose tissue,T memory cell,S100A8
adipose tissue,T memory cell,S100A9
adipose tissue,T memory cell,SATB1
adipose tissue,T memory cell,SELL
adipose tissue,T memory cell,SKAP1
adipose tissue,T memory cell,SLFN2
adipose tissue,T memory cell,SP100
adipose tissue,T memory cell,TBC1D10C
adipose tissue,T memory cell,TCF7
adipose tissue,T memory cell,TRAC
adipose tissue,T memory cell,TRBC1
adipose tissue,T memory cell,TRBC2
bladder,Basal epithelial cell,ALDH3A1
bladder,Basal epithelial cell,CBR2
bladder,Basal epithelial cell,FOXQ1
bladder,Basal epithelial cell,GSDMC2
bladder,Basal epithelial cell,IL5
bladder,Basal epithelial cell,TERF1
bladder,Basal epithelial cell,TMPRSS2
bladder,Basal epithelial cell,TRF
bladder,Dendritic cell,ACTB
bladder,Dendritic cell,ACTG1
bladder,Dendritic cell,ACTR3
bladder,Dendritic cell,ALOX5AP
bladder,Dendritic cell,ANXA2
bladder,Dendritic cell,ARPC1B
bladder,Dendritic cell,ARPC2
bladder,Dendritic cell,ATOX1
bladder,Dendritic cell,B2M
bladder,Dendritic cell,BCL2A1B
bladder,Dendritic cell,BCL2A1D
bladder,Dendritic cell,CALM1
bladder,Dendritic cell,CAPZB
bladder,Dendritic cell,CCL6
bladder,Dendritic cell,CCL9
bladder,Dendritic cell,CCR2
bladder,Dendritic cell,CD209A
bladder,Dendritic cell,CD48
bladder,Dendritic cell,CD52
bladder,Dendritic cell,CD53
bladder,Dendritic cell,CD74
bladder,Dendritic cell,CD83
bladder,Dendritic cell,CDC42
bladder,Dendritic cell,CFL1
bladder,Dendritic cell,CFP
bladder,Dendritic cell,CORO1A
bladder,Dendritic cell,COTL1
bladder,Dendritic cell,CRIP1
bladder,Dendritic cell,CSF2RA
bladder,Dendritic cell,CST3
bladder,Dendritic cell,CTSC
bladder,Dendritic cell,CTSH
bladder,Dendritic cell,CTSS
bladder,Dendritic cell,CTSZ
bladder,Dendritic cell,CYBA
bladder,Dendritic cell,CYTIP
bladder,Dendritic cell,DUSP1
bladder,Dendritic cell,EMP3
bladder,Dendritic cell,FAU
bladder,Dendritic cell,FCER1G
bladder,Dendritic cell,FTL1
bladder,Dendritic cell,FXYD5
bladder,Dendritic cell,GM2A
bladder,Dendritic cell,GPX1
bladder,Dendritic cell,H2-AA
bladder,Dendritic cell,H2-AB1
bladder,Dendritic cell,H2-D1
bladder,Dendritic cell,H2-DMA
bladder,Dendritic cell,H2-DMB1
bladder,Dendritic cell,H2-EB1
bladder,Dendritic cell,H2-K1
bladder,Dendritic cell,HSPA1A
bladder,Dendritic cell,ID2
bladder,Dendritic cell,IFI27L2A
bladder,Dendritic cell,IFI30
bladder,Dendritic cell,IFITM3
bladder,Dendritic cell,IL1B
bladder,Dendritic cell,JUNB
bladder,Dendritic cell,LAPTM5
bladder,Dendritic cell,LCP1
bladder,Dendritic cell,LGALS3
bladder,Dendritic cell,LSP1
bladder,Dendritic cell,LYZ2
bladder,Dendritic cell,MPEG1
bladder,Dendritic cell,NAAA
bladder,Dendritic cell,NAPSA
bladder,Dendritic cell,NFKBIA
bladder,Dendritic cell,NPC2
bladder,Dendritic cell,NR4A1
bladder,Dendritic cell,PFN1
bladder,Dendritic cell,PHF11B
bladder,Dendritic cell,PIM1
bladder,Dendritic cell,PLBD1
bladder,Dendritic cell,PLD4
bladder,Dendritic cell,PLTP
bladder,Dendritic cell,PSAP
bladder,Dendritic cell,PSMB8
bladder,Dendritic cell,PSME1
bladder,Dendritic cell,RETNLA
bladder,Dendritic cell,RGS2
bladder,Dendritic cell,S100A10
bladder,Dendritic cell,S100A11
bladder,Dendritic cell,S100A4
bladder,Dendritic cell,S100A6
bladder,Dendritic cell,SELPLG
bladder,Dendritic cell,SH3BGRL3
bladder,Dendritic cell,SPI1
bladder,Dendritic cell,SRGN
bladder,Dendritic cell,SYNGR2
bladder,Dendritic cell,TAGLN2
bladder,Dendritic cell,TMEM176A
bladder,Dendritic cell,TMEM176B
bladder,Dendritic cell,TMSB10
bladder,Dendritic cell,TMSB4X
bladder,Dendritic cell,TYROBP
bladder,Dendritic cell,UCP2
bladder,Dendritic cell,UNC93B1
bladder,Dendritic cell,VIM
bladder,Dendritic cell,WFDC17
bladder,Dendritic cell,ZFP36
bladder,Endothelial cell,ABCB1A
bladder,Endothelial cell,ABCG2
bladder,Endothelial cell,ACKR1
bladder,Endothelial cell,ACVRL1
bladder,Endothelial cell,ADAMTS1
bladder,Endothelial cell,ADGRF5
bladder,Endothelial cell,ADGRL4
bladder,Endothelial cell,ADIRF
bladder,Endothelial cell,ADORA2A
bladder,Endothelial cell,APLN
bladder,Endothelial cell,APLNR
bladder,Endothelial cell,APOLD1
bladder,Endothelial cell,AQP1
bladder,Endothelial cell,AQP7
bladder,Endothelial cell,ARAP3
bladder,Endothelial cell,ARHGEF15
bladder,Endothelial cell,BDP1
bladder,Endothelial cell,BIRC2
bladder,Endothelial cell,BMP2
bladder,Endothelial cell,BMX
bladder,Endothelial cell,BTNL9
bladder,Endothelial cell,C1QTNF1
bladder,Endothelial cell,C7
bladder,Endothelial cell,CA4
bladder,Endothelial cell,CALCRL
bladder,Endothelial cell,CAR4
bladder,Endothelial cell,CARD10
bladder,Endothelial cell,CASZ1
bladder,Endothelial cell,CAV1
bladder,Endothelial cell,CCL14
bladder,Endothelial cell,CCL19
bladder,Endothelial cell,CCL23
bladder,Endothelial cell,CD300LG
bladder,Endothelial cell,CD34
bladder,Endothelial cell,CD36
bladder,Endothelial cell,CD46
bladder,Endothelial cell,CD55
bladder,Endothelial cell,CD82
bladder,Endothelial cell,CD9
bladder,Endothelial cell,CD93
bladder,Endothelial cell,CDH5
bladder,Endothelial cell,CDKN1C
bladder,Endothelial cell,CHST1
bladder,Endothelial cell,CLCA3A1
bladder,Endothelial cell,CLDN5
bladder,Endothelial cell,CLEC14A
bladder,Endothelial cell,CLEC1B
bladder,Endothelial cell,CLEC4G
bladder,Endothelial cell,CLIC4
bladder,Endothelial cell,CRHBP
bladder,Endothelial cell,CTGF
bladder,Endothelial cell,CXCL1
bladder,Endothelial cell,CYP1B1
bladder,Endothelial cell,DLL4
bladder,Endothelial cell,DNASE1L3
bladder,Endothelial cell,DPP4
bladder,Endothelial cell,ECE1
bladder,Endothelial cell,ECSCR
bladder,Endothelial cell,EDNRB
bladder,Endothelial cell,EGFL7
bladder,Endothelial cell,EHD3
bladder,Endothelial cell,ELK3
bladder,Endothelial cell,EMCN
bladder,Endothelial cell,EMP1
bladder,Endothelial cell,ENG
bladder,Endothelial cell,EPAS1
bladder,Endothelial cell,ERG
bladder,Endothelial cell,ESM1
bladder,Endothelial cell,ETS1
bladder,Endothelial cell,EXOC3L
bladder,Endothelial cell,EXOC3L1
bladder,Endothelial cell,F8
bladder,Endothelial cell,FABP4
bladder,Endothelial cell,FAM167B
bladder,Endothelial cell,FCN2
bladder,Endothelial cell,FCN3
bladder,Endothelial cell,FHL2
bladder,Endothelial cell,FLI1
bladder,Endothelial cell,FLT1
bladder,Endothelial cell,FLT4
bladder,Endothelial cell,FOXF1
bladder,Endothelial cell,FOXF2
bladder,Endothelial cell,GIMAP5
bladder,Endothelial cell,GJA4
bladder,Endothelial cell,GJA5
bladder,Endothelial cell,GLYCAM1
bladder,Endothelial cell,GNG11
bladder,Endothelial cell,GPIHBP1
bladder,Endothelial cell,GPM6A
bladder,Endothelial cell,GPR182
bladder,Endothelial cell,HEXIM1
bladder,Endothelial cell,HEY1
bladder,Endothelial cell,HSPG2
bladder,Endothelial cell,HYAL2
bladder,Endothelial cell,ICAM1
bladder,Endothelial cell,ICAM2
bladder,Endothelial cell,ID1
bladder,Endothelial cell,ID3
bladder,Endothelial cell,IFI27
bladder,Endothelial cell,IGFBP7
bladder,Endothelial cell,IL1A
bladder,Endothelial cell,INMT
bladder,Endothelial cell,IRX3
bladder,Endothelial cell,ITGB3
bladder,Endothelial cell,KCNJ8
bladder,Endothelial cell,KDR
bladder,Endothelial cell,KLK1
bladder,Endothelial cell,LIFR
bladder,Endothelial cell,LOX
bladder,Endothelial cell,LTC4S
bladder,Endothelial cell,LY6A
bladder,Endothelial cell,LY6C1
bladder,Endothelial cell,LYVE1
bladder,Endothelial cell,MADCAM1
bladder,Endothelial cell,MCAM
bladder,Endothelial cell,MEOX1
bladder,Endothelial cell,MEOX2
bladder,Endothelial cell,MFSD2A
bladder,Endothelial cell,MGLL
bladder,Endothelial cell,MGP
bladder,Endothelial cell,MMRN1
bladder,Endothelial cell,MMRN2
bladder,Endothelial cell,MYF6
bladder,Endothelial cell,MYLK
bladder,Endothelial cell,NOS3
bladder,Endothelial cell,NOSTRIN
bladder,Endothelial cell,NOTCH4
bladder,Endothelial cell,NPR1
bladder,Endothelial cell,NRP2
bladder,Endothelial cell,OIT3
bladder,Endothelial cell,PALMD
bladder,Endothelial cell,PCAT19
bladder,Endothelial cell,PCDH12
bladder,Endothelial cell,PDGFB
bladder,Endothelial cell,PDPN
bladder,Endothelial cell,PECAM1
bladder,Endothelial cell,PLAC8
bladder,Endothelial cell,PLEC
bladder,Endothelial cell,PLVAP
bladder,Endothelial cell,PODXL
bladder,Endothelial cell,POSTN
bladder,Endothelial cell,PRKCH
bladder,Endothelial cell,PROCR
bladder,Endothelial cell,PROX1
bladder,Endothelial cell,PTGDS
bladder,Endothelial cell,PTPRB
bladder,Endothelial cell,RAMP3
bladder,Endothelial cell,RASGRP3
bladder,Endothelial cell,RASIP1
bladder,Endothelial cell,RBP7
bladder,Endothelial cell,RGCC
bladder,Endothelial cell,RGS5
bladder,Endothelial cell,RNASE1
bladder,Endothelial cell,RND1
bladder,Endothelial cell,ROBO4
bladder,Endothelial cell,RPRM
bladder,Endothelial cell,S100A10
bladder,Endothelial cell,S100A13
bladder,Endothelial cell,SCARF1
bladder,Endothelial cell,SDPR
bladder,Endothelial cell,SELE
bladder,Endothelial cell,SEMA3D
bladder,Endothelial cell,SEMA7A
bladder,Endothelial cell,SGK1
bladder,Endothelial cell,SLC2A1
bladder,Endothelial cell,SLC38A5
bladder,Endothelial cell,SLC7A5
bladder,Endothelial cell,SLC9A3R2
bladder,Endothelial cell,SLCO1A4
bladder,Endothelial cell,SLCO1C1
bladder,Endothelial cell,SOX18
bladder,Endothelial cell,SOX7
bladder,Endothelial cell,SPARC
bladder,Endothelial cell,SPARCL1
bladder,Endothelial cell,SPNS2
bladder,Endothelial cell,SRGN
bladder,Endothelial cell,SRPX
bladder,Endothelial cell,STAB1
bladder,Endothelial cell,STAB2
bladder,Endothelial cell,TBX1
bladder,Endothelial cell,TCF15
bladder,Endothelial cell,TEK
bladder,Endothelial cell,TGFBR2
bladder,Endothelial cell,THBD
bladder,Endothelial cell,THSD1
bladder,Endothelial cell,TIE1
bladder,Endothelial cell,TIMP3
bladder,Endothelial cell,TM4SF1
bladder,Endothelial cell,TMEM100
bladder,Endothelial cell,TSPAN8
bladder,Endothelial cell,USHBP1
bladder,Endothelial cell,VCAM1
bladder,Endothelial cell,VEGFC
bladder,Endothelial cell,VWA1
bladder,Endothelial cell,VWF
bladder,Endothelial cell,WFDC1
bladder,Endothelial cell,XDH
bladder,Macrophage,C1QA
bladder,Macrophage,C1QB
bladder,Macrophage,C1QC
bladder,Macrophage,CD74
bladder,Macrophage,CFP
bladder,Macrophage,CSF1R
bladder,Macrophage,CTSC
bladder,Macrophage,DAB2
bladder,Macrophage,FCER1G
bladder,Macrophage,LGMN
bladder,Macrophage,LYZ2
bladder,Macrophage,MAF
bladder,Macrophage,MRC1
bladder,Macrophage,PF4
bladder,Macrophage,TYROBP
bladder,Smooth muscle cell,AAED1
bladder,Smooth muscle cell,ACKR3
bladder,Smooth muscle cell,ACTC1
bladder,Smooth muscle cell,ACTG2
bladder,Smooth muscle cell,ADAMDEC1
bladder,Smooth muscle cell,AKT2
bladder,Smooth muscle cell,ANGPT1
bladder,Smooth muscle cell,ANKRD1
bladder,Smooth muscle cell,AOC3
bladder,Smooth muscle cell,BGN
bladder,Smooth muscle cell,CNN1
bladder,Smooth muscle cell,CRABP1
bladder,Smooth muscle cell,DES
bladder,Smooth muscle cell,DMPK
bladder,Smooth muscle cell,EHD2
bladder,Smooth muscle cell,FABP4
bladder,Smooth muscle cell,FAS
bladder,Smooth muscle cell,FBLN5
bladder,Smooth muscle cell,FHL2
bladder,Smooth muscle cell,GJA4
bladder,Smooth muscle cell,GJC1
bladder,Smooth muscle cell,HEXIM1
bladder,Smooth muscle cell,HHIP
bladder,Smooth muscle cell,HSPB6
bladder,Smooth muscle cell,ITGA1
bladder,Smooth muscle cell,ITGA8
bladder,Smooth muscle cell,ITGA9
bladder,Smooth muscle cell,JPH2
bladder,Smooth muscle cell,KAT2B
bladder,Smooth muscle cell,KCNAB1
bladder,Smooth muscle cell,KCNMB1
bladder,Smooth muscle cell,KIF1C
bladder,Smooth muscle cell,LAMB2
bladder,Smooth muscle cell,LGR6
bladder,Smooth muscle cell,LMO7
bladder,Smooth muscle cell,LMOD1
bladder,Smooth muscle cell,LOX
bladder,Smooth muscle cell,MAP3K7CL
bladder,Smooth muscle cell,MFAP5
bladder,Smooth muscle cell,MRVI1
bladder,Smooth muscle cell,MSRB3
bladder,Smooth muscle cell,MUSTN1
bladder,Smooth muscle cell,MYH11
bladder,Smooth muscle cell,MYH6
bladder,Smooth muscle cell,MYL9
bladder,Smooth muscle cell,MYLK
bladder,Smooth muscle cell,MYLK4
bladder,Smooth muscle cell,NEXN
bladder,Smooth muscle cell,NF2
bladder,Smooth muscle cell,NOTCH3
bladder,Smooth muscle cell,NOV
bladder,Smooth muscle cell,NOX4
bladder,Smooth muscle cell,NRP2
bladder,Smooth muscle cell,OBSCN
bladder,Smooth muscle cell,OGN
bladder,Smooth muscle cell,OTUD1
bladder,Smooth muscle cell,PCP4L1
bladder,Smooth muscle cell,PDE4DIP
bladder,Smooth muscle cell,PDGFD
bladder,Smooth muscle cell,PLN
bladder,Smooth muscle cell,RASL12
bladder,Smooth muscle cell,RBPMS2
bladder,Smooth muscle cell,RGS5
bladder,Smooth muscle cell,RPRM
bladder,Smooth muscle cell,RRAD
bladder,Smooth muscle cell,SEC24D
bladder,Smooth muscle cell,SH3BGR
bladder,Smooth muscle cell,SLC38A11
bladder,Smooth muscle cell,SMOC1
bladder,Smooth muscle cell,SMTN
bladder,Smooth muscle cell,SNCG
bladder,Smooth muscle cell,SOD3
bladder,Smooth muscle cell,SPEG
bladder,Smooth muscle cell,SPON2
bladder,Smooth muscle cell,SSPN
bladder,Smooth muscle cell,TAGLN
bladder,Smooth muscle cell,TCF21
bladder,Smooth muscle cell,VASN
bladder,Smooth muscle cell,WFDC1
bladder,Smooth muscle cell,WWP2
bladder,Smooth muscle cell,ZBTB44
bladder,Smooth muscle progenitor cell,CFH
bladder,Smooth muscle progenitor cell,FILIP1L
bladder,Smooth muscle progenitor cell,MUSTN1
bladder,Smooth muscle progenitor cell,MYL9
bladder,Smooth muscle progenitor cell,MYLK
bladder,Smooth muscle progenitor cell,PDGFRB
bladder,Smooth muscle progenitor cell,TINAGL1
bladder,Umbrella cell,9530034E10RIK
bladder,Umbrella cell,IVL
bladder,Umbrella cell,KRT20
bladder,Umbrella cell,NAT1
bladder,Umbrella cell,PIEZO1
bladder,Umbrella cell,SLC14A1
bladder,Umbrella cell,TRPV1
bladder,Umbrella cell,UMODL1
bladder,Umbrella cell,UPK1A
bladder,Umbrella cell,UPK1B
bladder,Umbrella cell,UPK2
bladder,Umbrella cell,UPK3A
bladder,Umbrella cell,UPK3B
bladder,Ureteric epithelium cell,CD9
bladder,Ureteric epithelium cell,GSTO1
bladder,Ureteric epithelium cell,KRT18
bladder,Ureteric epithelium cell,KRT19
bladder,Ureteric epithelium cell,KRT7
bladder,Ureteric epithelium cell,KRT8
bladder,Ureteric epithelium cell,LGALS3
bladder,Ureteric epithelium cell,LY6D
bladder,Ureteric epithelium cell,PSCA
bladder,Ureteric epithelium cell,S100A6
bladder,Ureteric epithelium cell,SPRR1A
bladder,Ureteric epithelium cell,UPK1A
bladder,Ureteric epithelium cell,UPK2
bladder,Ureteric epithelium cell,UPK3A
bladder,Urine-derived stem cell,CD105
bladder,Urine-derived stem cell,CD117
bladder,Urine-derived stem cell,CD133
bladder,Urine-derived stem cell,CD14
bladder,Urine-derived stem cell,CD146
bladder,Urine-derived stem cell,CD24
bladder,Urine-derived stem cell,CD29
bladder,Urine-derived stem cell,CD31
bladder,Urine-derived stem cell,CD34
bladder,Urine-derived stem cell,CD44
bladder,Urine-derived stem cell,CD45
bladder,Urine-derived stem cell,CD73
bladder,Urine-derived stem cell,CD90
bladder,Urine-derived stem cell,ENG
bladder,Urine-derived stem cell,ITGB1
bladder,Urine-derived stem cell,KIT
bladder,Urine-derived stem cell,MCAM
bladder,Urine-derived stem cell,NT5E
bladder,Urine-derived stem cell,OCT3/4
bladder,Urine-derived stem cell,PECAM1
bladder,Urine-derived stem cell,POU5F1
bladder,Urine-derived stem cell,PROM1
bladder,Urine-derived stem cell,PTPRC
bladder,Urine-derived stem cell,SSEA-4
bladder,Urine-derived stem cell,STRO-1
bladder,Urine-derived stem cell,THY1
bladder,Urothelial cell,9530034E10RIK
bladder,Urothelial cell,ABHD12
bladder,Urothelial cell,CTSE
bladder,Urothelial cell,DHRS2
bladder,Urothelial cell,EBPL
bladder,Urothelial cell,FABP5
bladder,Urothelial cell,GLTP
bladder,Urothelial cell,GM16136
bladder,Urothelial cell,GSTM2-PS1
bladder,Urothelial cell,IVL
bladder,Urothelial cell,KRT5
bladder,Urothelial cell,LYPD3
bladder,Urothelial cell,NAT1
bladder,Urothelial cell,NECTIN4
bladder,Urothelial cell,OCIAD2
bladder,Urothelial cell,PAQR5
bladder,Urothelial cell,PIEZO1
bladder,Urothelial cell,PLET1
bladder,Urothelial cell,PTGR1
bladder,Urothelial cell,PVRL4
bladder,Urothelial cell,RAB25
bladder,Urothelial cell,S100P
bladder,Urothelial cell,SGPL1
bladder,Urothelial cell,SLC14A1
bladder,Urothelial cell,SNX31
bladder,Urothelial cell,SRD5A1
bladder,Urothelial cell,TCP1
bladder,Urothelial cell,TMEM64
bladder,Urothelial cell,TMPRSS2
bladder,Urothelial cell,TP63
bladder,Urothelial cell,TRPV1
bladder,Urothelial cell,UCHL1
bladder,Urothelial cell,UGP85
bladder,Urothelial cell,UMODL1
bladder,Urothelial cell,UPK1A
bladder,Urothelial cell,UPK1B
bladder,Urothelial cell,UPK2
bladder,Urothelial cell,UPK3A
bladder,Urothelial cell,UPK3B
blood,B cell,BANK1
blood,B cell,CD74
blood,B cell,CD79A
blood,B cell,CD79B
blood,B cell,HLA-DQA1
blood,B cell,IGHM
blood,B cell,MEF2C
blood,B cell,MS4A1
blood,B cell,RALGPS2
blood,B cell,TNFRSF13C
blood,Basophil,BSP1
blood,Basophil,CCL3
blood,Basophil,CCL4
blood,Basophil,CCR3
blood,Basophil,CD117
blood,Basophil,CD11B
blood,Basophil,CD123
blood,Basophil,CD15
blood,Basophil,CD19
blood,Basophil,CD200R3
blood,Basophil,CD203C
blood,Basophil,CD22
blood,Basophil,CD45
blood,Basophil,CD49B
blood,Basophil,CD63
blood,Basophil,CD69
blood,Basophil,ENPP3
blood,Basophil,FC-EPSILON RI-ALPHA
blood,Basophil,FCER1A
blood,Basophil,FUT4
blood,Basophil,HLA-DR
blood,Basophil,IL3RA
blood,Basophil,ITGA2
blood,Basophil,MCPT8
blood,Basophil,MMCP-8
blood,Basophil,PTPRC
blood,Basophil,SMAD1
blood,CD14 Monocyte,CD14
blood,CD14 Monocyte,CTSS
blood,CD14 Monocyte,FCN1
blood,CD14 Monocyte,FCNA
blood,CD14 Monocyte,G0S2
blood,CD14 Monocyte,IL1B
blood,CD14 Monocyte,LYZ
blood,CD14 Monocyte,LYZ1
blood,CD14 Monocyte,S100A12
blood,CD14 Monocyte,S100A8
blood,CD14 Monocyte,S100A9
blood,CD14 Monocyte,VCAN
blood,CD16 Monocyte,AIF1
blood,CD16 Monocyte,CDKN1C
blood,CD16 Monocyte,FCGR3A
blood,CD16 Monocyte,FCGR4
blood,CD16 Monocyte,HES4
blood,CD16 Monocyte,IER5
blood,CD16 Monocyte,IFITM3
blood,CD16 Monocyte,LST1
blood,CD16 Monocyte,MS4A7
blood,CD16 Monocyte,PTPRC
blood,CD16 Monocyte,RHOC
blood,CD4 Central Memory T cell,AQP3
blood,CD4 Central Memory T cell,CD4
blood,CD4 Central Memory T cell,IL32
blood,CD4 Central Memory T cell,IL7R
blood,CD4 Central Memory T cell,ITGB1
blood,CD4 Central Memory T cell,LDHB
blood,CD4 Central Memory T cell,LTB
blood,CD4 Central Memory T cell,MAL
blood,CD4 Central Memory T cell,TMSB10
blood,CD4 Central Memory T cell,TRAC
blood,CD4 Cytotoxic T cell,B2M
blood,CD4 Cytotoxic T cell,CD4
blood,CD4 Cytotoxic T cell,CST7
blood,CD4 Cytotoxic T cell,FGFBP2
blood,CD4 Cytotoxic T cell,GNLY
blood,CD4 Cytotoxic T cell,GZMA
blood,CD4 Cytotoxic T cell,GZMH
blood,CD4 Cytotoxic T cell,IL32
blood,CD4 Cytotoxic T cell,ITGB1
blood,CD4 Cytotoxic T cell,NKG7
blood,CD4 Effector Memory T cell,AQP3
blood,CD4 Effector Memory T cell,CCL5
blood,CD4 Effector Memory T cell,FYB1
blood,CD4 Effector Memory T cell,GZMA
blood,CD4 Effector Memory T cell,GZMK
blood,CD4 Effector Memory T cell,IL32
blood,CD4 Effector Memory T cell,IL7R
blood,CD4 Effector Memory T cell,KLRB1
blood,CD4 Effector Memory T cell,LTB
blood,CD4 Effector Memory T cell,TRAC
blood,CD4 Naive T cell,CCR7
blood,CD4 Naive T cell,CD4
blood,CD4 Naive T cell,FHIT
blood,CD4 Naive T cell,IL7R
blood,CD4 Naive T cell,LDHB
blood,CD4 Naive T cell,LEF1
blood,CD4 Naive T cell,MAL
blood,CD4 Naive T cell,NOSIP
blood,CD4 Naive T cell,PIK3IP1
blood,CD4 Naive T cell,TCF7
blood,CD4 Proliferating T cell,ASPM
blood,CD4 Proliferating T cell,CENPF
blood,CD4 Proliferating T cell,MKI67
blood,CD4 Proliferating T cell,NUSAP1
blood,CD4 Proliferating T cell,PCLAF
blood,CD4 Proliferating T cell,PTTG1
blood,CD4 Proliferating T cell,RRM2
blood,CD4 Proliferating T cell,TOP2A
blood,CD4 Proliferating T cell,TPX2
blood,CD4 Proliferating T cell,TYMS
blood,CD4 T cell,CD3D
blood,CD4 T cell,CD3G
blood,CD4 T cell,CD4
blood,CD4 T cell,IL7R
blood,CD4 T cell,LDHB
blood,CD4 T cell,LTB
blood,CD4 T cell,MAL
blood,CD4 T cell,TMSB10
blood,CD4 T cell,TPT1
blood,CD4 T cell,TRAC
blood,CD56-bright natural killer cell,FCER1G
blood,CD56-bright natural killer cell,KLRC1
blood,CD56-bright natural killer cell,NCAM1
blood,CD56-bright natural killer cell,PPP1R9A
blood,CD56-bright natural killer cell,SPINK2
blood,CD56-bright natural killer cell,SPTSSB
blood,CD56-bright natural killer cell,TNFRSF11A
blood,CD56-bright natural killer cell,TRDC
blood,CD56-bright natural killer cell,XCL1
blood,CD56-bright natural killer cell,XCL2
blood,CD56-dim natural killer cell,FCER1G
blood,CD56-dim natural killer cell,FGFBP2
blood,CD56-dim natural killer cell,GNLY
blood,CD56-dim natural killer cell,GZMB
blood,CD56-dim natural killer cell,KLRF1
blood,CD56-dim natural killer cell,NKG7
blood,CD56-dim natural killer cell,PRF1
blood,CD56-dim natural killer cell,SPON2
blood,CD56-dim natural killer cell,TRDC
blood,CD56-dim natural killer cell,TYROBP
blood,CD8 Central Memory T cell,ANXA1
